iso_code,continent,location,date,new_cases,number_introductions,international_travel_controls,number_introductions_lead14,number_introductions_lead7
IDN,Asia,Indonesia,2020-08-03,1679,0,4,0,1
IDN,Asia,Indonesia,2020-08-04,1922,0,4,1,1
IDN,Asia,Indonesia,2020-08-05,1815,0,4,0,0
IDN,Asia,Indonesia,2020-08-06,1882,3,4,2,1
IDN,Asia,Indonesia,2020-08-07,2473,0,4,0,0
IDN,Asia,Indonesia,2020-08-08,2277,0,4,1,0
IDN,Asia,Indonesia,2020-08-09,1893,0,4,0,0
IDN,Asia,Indonesia,2020-08-10,1687,1,4,0,0
IDN,Asia,Indonesia,2020-08-11,1693,1,3,0,1
IDN,Asia,Indonesia,2020-08-12,1942,0,3,0,0
IDN,Asia,Indonesia,2020-08-13,2098,1,3,0,2
IDN,Asia,Indonesia,2020-08-14,2307,0,3,0,0
IDN,Asia,Indonesia,2020-08-15,2345,0,3,0,1
IDN,Asia,Indonesia,2020-08-16,2081,0,3,0,0
IDN,Asia,Indonesia,2020-08-17,1821,0,3,1,0
IDN,Asia,Indonesia,2020-08-18,1673,1,3,0,0
IDN,Asia,Indonesia,2020-08-19,1902,0,3,0,0
IDN,Asia,Indonesia,2020-08-20,2266,2,3,0,0
IDN,Asia,Indonesia,2020-08-21,2197,0,3,0,0
IDN,Asia,Indonesia,2020-08-22,2090,1,3,1,0
IDN,Asia,Indonesia,2020-08-23,2037,0,3,0,0
IDN,Asia,Indonesia,2020-08-24,1877,0,3,2,1
IDN,Asia,Indonesia,2020-08-25,2447,0,3,0,0
IDN,Asia,Indonesia,2020-08-26,2306,0,3,0,0
IDN,Asia,Indonesia,2020-08-27,2719,0,3,1,0
IDN,Asia,Indonesia,2020-08-28,3003,0,3,0,0
IDN,Asia,Indonesia,2020-08-29,3308,0,3,1,1
IDN,Asia,Indonesia,2020-08-30,2858,0,3,0,0
IDN,Asia,Indonesia,2020-08-31,2743,1,3,0,2
IDN,Asia,Indonesia,2020-09-01,2775,0,3,0,0
IDN,Asia,Indonesia,2020-09-02,3075,0,3,1,0
IDN,Asia,Indonesia,2020-09-03,3622,0,3,0,1
IDN,Asia,Indonesia,2020-09-04,3269,0,3,0,0
IDN,Asia,Indonesia,2020-09-05,3128,1,3,0,1
IDN,Asia,Indonesia,2020-09-06,3444,0,3,0,0
IDN,Asia,Indonesia,2020-09-07,2880,2,3,0,0
IDN,Asia,Indonesia,2020-09-08,3046,0,3,0,0
IDN,Asia,Indonesia,2020-09-09,3307,0,3,0,1
IDN,Asia,Indonesia,2020-09-10,3861,1,3,0,0
IDN,Asia,Indonesia,2020-09-11,3737,0,3,0,0
IDN,Asia,Indonesia,2020-09-12,3806,1,3,0,0
IDN,Asia,Indonesia,2020-09-13,3636,0,3,0,0
IDN,Asia,Indonesia,2020-09-14,3141,0,3,1,0
IDN,Asia,Indonesia,2020-09-15,3507,0,3,0,0
IDN,Asia,Indonesia,2020-09-16,3963,1,3,0,0
IDN,Asia,Indonesia,2020-09-17,3635,0,3,0,0
IDN,Asia,Indonesia,2020-09-18,3891,0,3,0,0
IDN,Asia,Indonesia,2020-09-19,4168,0,3,1,0
IDN,Asia,Indonesia,2020-09-20,3989,0,3,0,0
IDN,Asia,Indonesia,2020-09-21,4176,0,3,0,1
IDN,Asia,Indonesia,2020-09-22,4071,0,3,0,0
IDN,Asia,Indonesia,2020-09-23,4465,0,3,0,0
IDN,Asia,Indonesia,2020-09-24,4634,0,3,0,0
IDN,Asia,Indonesia,2020-09-25,4823,0,3,1,0
IDN,Asia,Indonesia,2020-09-26,4494,0,3,0,1
IDN,Asia,Indonesia,2020-09-27,3874,0,3,0,0
IDN,Asia,Indonesia,2020-09-28,3509,1,3,1,0
IDN,Asia,Indonesia,2020-09-29,4002,0,3,0,0
IDN,Asia,Indonesia,2020-09-30,4284,0,3,0,0
IDN,Asia,Indonesia,2020-10-01,4174,0,3,1,0
IDN,Asia,Indonesia,2020-10-02,4317,0,3,0,1
IDN,Asia,Indonesia,2020-10-03,4007,1,3,0,0
IDN,Asia,Indonesia,2020-10-04,3992,0,3,0,0
IDN,Asia,Indonesia,2020-10-05,3622,0,3,1,1
IDN,Asia,Indonesia,2020-10-06,4056,0,3,0,0
IDN,Asia,Indonesia,2020-10-07,4538,0,3,0,0
IDN,Asia,Indonesia,2020-10-08,4850,0,3,0,1
IDN,Asia,Indonesia,2020-10-09,4094,1,3,1,0
IDN,Asia,Indonesia,2020-10-10,4294,0,3,0,0
IDN,Asia,Indonesia,2020-10-11,4497,0,3,0,0
IDN,Asia,Indonesia,2020-10-12,3267,1,3,0,1
IDN,Asia,Indonesia,2020-10-13,3906,0,3,0,0
IDN,Asia,Indonesia,2020-10-14,4127,0,3,0,0
IDN,Asia,Indonesia,2020-10-15,4411,1,3,0,0
IDN,Asia,Indonesia,2020-10-16,4301,0,3,0,1
IDN,Asia,Indonesia,2020-10-17,4301,0,3,0,0
IDN,Asia,Indonesia,2020-10-18,4105,0,3,0,0
IDN,Asia,Indonesia,2020-10-19,3373,1,3,1,0
IDN,Asia,Indonesia,2020-10-20,3602,0,3,0,0
IDN,Asia,Indonesia,2020-10-21,4267,0,3,1,0
IDN,Asia,Indonesia,2020-10-22,4432,0,3,2,0
IDN,Asia,Indonesia,2020-10-23,4369,1,3,0,0
IDN,Asia,Indonesia,2020-10-24,4070,0,3,0,0
IDN,Asia,Indonesia,2020-10-25,3732,0,3,0,0
IDN,Asia,Indonesia,2020-10-26,3222,0,3,1,1
IDN,Asia,Indonesia,2020-10-27,3520,0,3,0,0
IDN,Asia,Indonesia,2020-10-28,4029,0,3,1,1
IDN,Asia,Indonesia,2020-10-29,3565,0,3,2,2
IDN,Asia,Indonesia,2020-10-30,2897,0,3,0,0
IDN,Asia,Indonesia,2020-10-31,3143,0,3,0,0
IDN,Asia,Indonesia,2020-11-01,2696,0,3,0,0
IDN,Asia,Indonesia,2020-11-02,2618,1,3,0,1
IDN,Asia,Indonesia,2020-11-03,2973,0,3,0,0
IDN,Asia,Indonesia,2020-11-04,3356,1,3,1,1
IDN,Asia,Indonesia,2020-11-05,4065,2,3,0,2
IDN,Asia,Indonesia,2020-11-06,3778,0,3,1,0
IDN,Asia,Indonesia,2020-11-07,4262,0,3,1,0
IDN,Asia,Indonesia,2020-11-08,3880,0,3,0,0
IDN,Asia,Indonesia,2020-11-09,2853,1,3,0,0
IDN,Asia,Indonesia,2020-11-10,3779,0,3,0,0
IDN,Asia,Indonesia,2020-11-11,3770,1,3,0,1
IDN,Asia,Indonesia,2020-11-12,4173,2,3,0,0
IDN,Asia,Indonesia,2020-11-13,5444,0,3,3,1
IDN,Asia,Indonesia,2020-11-14,5272,0,3,0,1
IDN,Asia,Indonesia,2020-11-15,4106,0,3,0,0
IDN,Asia,Indonesia,2020-11-16,3535,0,3,1,0
IDN,Asia,Indonesia,2020-11-17,3807,0,3,1,0
IDN,Asia,Indonesia,2020-11-18,4265,1,3,1,0
IDN,Asia,Indonesia,2020-11-19,4798,0,3,2,0
IDN,Asia,Indonesia,2020-11-20,4792,1,3,0,3
IDN,Asia,Indonesia,2020-11-21,4998,1,3,0,0
IDN,Asia,Indonesia,2020-11-22,4360,0,3,0,0
IDN,Asia,Indonesia,2020-11-23,4442,0,3,1,1
IDN,Asia,Indonesia,2020-11-24,4192,0,3,0,1
IDN,Asia,Indonesia,2020-11-25,5534,0,3,0,1
IDN,Asia,Indonesia,2020-11-26,4917,0,3,0,2
IDN,Asia,Indonesia,2020-11-27,5828,3,3,1,0
IDN,Asia,Indonesia,2020-11-28,5418,0,3,2,0
IDN,Asia,Indonesia,2020-11-29,6267,0,3,0,0
IDN,Asia,Indonesia,2020-11-30,4617,1,3,1,1
IDN,Asia,Indonesia,2020-12-01,5092,1,3,0,0
IDN,Asia,Indonesia,2020-12-02,5533,1,3,1,0
IDN,Asia,Indonesia,2020-12-03,8369,2,3,0,0
IDN,Asia,Indonesia,2020-12-04,5803,0,3,1,1
IDN,Asia,Indonesia,2020-12-05,6027,0,3,1,2
IDN,Asia,Indonesia,2020-12-06,6089,0,3,0,0
IDN,Asia,Indonesia,2020-12-07,5754,1,1,0,1
IDN,Asia,Indonesia,2020-12-08,5292,0,1,2,0
IDN,Asia,Indonesia,2020-12-09,6058,0,1,1,1
IDN,Asia,Indonesia,2020-12-10,6033,0,1,0,0
IDN,Asia,Indonesia,2020-12-11,6310,1,1,0,1
IDN,Asia,Indonesia,2020-12-12,6388,2,1,1,1
IDN,Asia,Indonesia,2020-12-13,6189,0,1,0,0
IDN,Asia,Indonesia,2020-12-14,5489,1,1,0,0
IDN,Asia,Indonesia,2020-12-15,6120,0,1,2,2
IDN,Asia,Indonesia,2020-12-16,6725,1,1,5,1
IDN,Asia,Indonesia,2020-12-17,7354,0,1,1,0
IDN,Asia,Indonesia,2020-12-18,6689,1,1,0,0
IDN,Asia,Indonesia,2020-12-19,7751,1,1,0,1
IDN,Asia,Indonesia,2020-12-20,6982,0,1,2,0
IDN,Asia,Indonesia,2020-12-21,6848,0,3,6,0
IDN,Asia,Indonesia,2020-12-22,6347,2,3,3,2
IDN,Asia,Indonesia,2020-12-23,7514,1,3,1,5
IDN,Asia,Indonesia,2020-12-24,7199,0,3,5,1
IDN,Asia,Indonesia,2020-12-25,7259,0,3,4,0
IDN,Asia,Indonesia,2020-12-26,6740,1,3,4,0
IDN,Asia,Indonesia,2020-12-27,6528,0,3,3,2
IDN,Asia,Indonesia,2020-12-28,5854,0,3,1,6
IDN,Asia,Indonesia,2020-12-29,7903,2,3,5,3
IDN,Asia,Indonesia,2020-12-30,8002,5,3,0,1
IDN,Asia,Indonesia,2020-12-31,8074,1,3,1,5
IDN,Asia,Indonesia,2021-01-01,8072,0,3,8,4
IDN,Asia,Indonesia,2021-01-02,7203,0,3,0,4
IDN,Asia,Indonesia,2021-01-03,6877,2,3,1,3
IDN,Asia,Indonesia,2021-01-04,6753,6,3,7,1
IDN,Asia,Indonesia,2021-01-05,7445,3,3,2,5
IDN,Asia,Indonesia,2021-01-06,8854,1,3,1,0
IDN,Asia,Indonesia,2021-01-07,9321,5,3,0,1
IDN,Asia,Indonesia,2021-01-08,10617,4,3,0,8
IDN,Asia,Indonesia,2021-01-09,10046,4,3,1,0
IDN,Asia,Indonesia,2021-01-10,9640,3,3,0,1
IDN,Asia,Indonesia,2021-01-11,8692,1,3,5,7
IDN,Asia,Indonesia,2021-01-12,10047,5,3,3,2
IDN,Asia,Indonesia,2021-01-13,11278,0,3,0,1
IDN,Asia,Indonesia,2021-01-14,11557,1,3,1,0
IDN,Asia,Indonesia,2021-01-15,12818,8,3,0,0
IDN,Asia,Indonesia,2021-01-16,14224,0,3,1,1
IDN,Asia,Indonesia,2021-01-17,11287,1,3,0,0
IDN,Asia,Indonesia,2021-01-18,9086,7,3,1,5
IDN,Asia,Indonesia,2021-01-19,10365,2,3,2,3
IDN,Asia,Indonesia,2021-01-20,12568,1,3,1,0
IDN,Asia,Indonesia,2021-01-21,11703,0,3,0,1
IDN,Asia,Indonesia,2021-01-22,13632,0,3,0,0
IDN,Asia,Indonesia,2021-01-23,12191,1,3,1,1
IDN,Asia,Indonesia,2021-01-24,11788,0,3,2,0
IDN,Asia,Indonesia,2021-01-25,9994,5,3,1,1
IDN,Asia,Indonesia,2021-01-26,13094,3,3,2,2
IDN,Asia,Indonesia,2021-01-27,11948,0,3,1,1
IDN,Asia,Indonesia,2021-01-28,13695,1,3,2,0
IDN,Asia,Indonesia,2021-01-29,13802,0,3,1,0
IDN,Asia,Indonesia,2021-01-30,14518,1,3,0,1
IDN,Asia,Indonesia,2021-01-31,12001,0,3,0,2
IDN,Asia,Indonesia,2021-02-01,10994,1,3,3,1
IDN,Asia,Indonesia,2021-02-02,10379,2,3,0,2
IDN,Asia,Indonesia,2021-02-03,11984,1,3,1,1
IDN,Asia,Indonesia,2021-02-04,11434,0,3,1,2
IDN,Asia,Indonesia,2021-02-05,11749,0,3,0,1
IDN,Asia,Indonesia,2021-02-06,12156,1,3,1,0
IDN,Asia,Indonesia,2021-02-07,10827,2,3,0,0
IDN,Asia,Indonesia,2021-02-08,8242,1,3,0,3
IDN,Asia,Indonesia,2021-02-09,8700,2,3,1,0
IDN,Asia,Indonesia,2021-02-10,8776,1,3,1,1
IDN,Asia,Indonesia,2021-02-11,8435,2,3,1,1
IDN,Asia,Indonesia,2021-02-12,9869,1,3,3,0
IDN,Asia,Indonesia,2021-02-13,8844,0,3,0,1
IDN,Asia,Indonesia,2021-02-14,6765,0,3,0,0
IDN,Asia,Indonesia,2021-02-15,6462,3,3,4,0
IDN,Asia,Indonesia,2021-02-16,10029,0,3,0,1
IDN,Asia,Indonesia,2021-02-17,9687,1,3,0,1
IDN,Asia,Indonesia,2021-02-18,9039,1,3,2,1
IDN,Asia,Indonesia,2021-02-19,10614,0,3,1,3
IDN,Asia,Indonesia,2021-02-20,8054,1,3,2,0
IDN,Asia,Indonesia,2021-02-21,7300,0,3,1,0
IDN,Asia,Indonesia,2021-02-22,10180,0,3,1,4
IDN,Asia,Indonesia,2021-02-23,9775,1,3,1,0
IDN,Asia,Indonesia,2021-02-24,7533,1,3,1,0
IDN,Asia,Indonesia,2021-02-25,8493,1,3,2,2
IDN,Asia,Indonesia,2021-02-26,8232,3,3,1,1
IDN,Asia,Indonesia,2021-02-27,6208,0,3,3,2
IDN,Asia,Indonesia,2021-02-28,5560,0,3,0,1
IDN,Asia,Indonesia,2021-03-01,6680,4,3,0,1
IDN,Asia,Indonesia,2021-03-02,5712,0,3,5,1
IDN,Asia,Indonesia,2021-03-03,6808,0,3,0,1
IDN,Asia,Indonesia,2021-03-04,7264,2,3,0,2
IDN,Asia,Indonesia,2021-03-05,6971,1,3,3,1
IDN,Asia,Indonesia,2021-03-06,5767,2,3,0,3
IDN,Asia,Indonesia,2021-03-07,5826,1,3,1,0
IDN,Asia,Indonesia,2021-03-08,6894,1,3,1,0
IDN,Asia,Indonesia,2021-03-09,6389,1,3,0,5
IDN,Asia,Indonesia,2021-03-10,5633,1,3,1,0
IDN,Asia,Indonesia,2021-03-11,5144,2,3,0,0
IDN,Asia,Indonesia,2021-03-12,6412,1,3,1,3
IDN,Asia,Indonesia,2021-03-13,4607,3,3,0,0
IDN,Asia,Indonesia,2021-03-14,4714,0,3,0,1
IDN,Asia,Indonesia,2021-03-15,5589,0,3,3,1
IDN,Asia,Indonesia,2021-03-16,5414,5,3,0,0
IDN,Asia,Indonesia,2021-03-17,6825,0,3,1,1
IDN,Asia,Indonesia,2021-03-18,6570,0,3,1,0
IDN,Asia,Indonesia,2021-03-19,6279,3,3,0,1
IDN,Asia,Indonesia,2021-03-20,5656,0,3,0,0
IDN,Asia,Indonesia,2021-03-21,4396,1,3,2,0
IDN,Asia,Indonesia,2021-03-22,5744,1,3,3,3
IDN,Asia,Indonesia,2021-03-23,5297,0,3,4,0
IDN,Asia,Indonesia,2021-03-24,5227,1,3,0,1
IDN,Asia,Indonesia,2021-03-25,6107,0,3,1,1
IDN,Asia,Indonesia,2021-03-26,4982,1,3,0,0
IDN,Asia,Indonesia,2021-03-27,4461,0,3,2,0
IDN,Asia,Indonesia,2021-03-28,4083,0,3,1,2
IDN,Asia,Indonesia,2021-03-29,5008,3,3,0,3
IDN,Asia,Indonesia,2021-03-30,4682,0,3,0,4
IDN,Asia,Indonesia,2021-03-31,5937,1,3,0,0
IDN,Asia,Indonesia,2021-04-01,6142,1,3,1,1
IDN,Asia,Indonesia,2021-04-02,5325,0,3,1,0
IDN,Asia,Indonesia,2021-04-03,4345,0,3,1,2
IDN,Asia,Indonesia,2021-04-04,6731,2,3,0,1
IDN,Asia,Indonesia,2021-04-05,3712,3,3,1,0
IDN,Asia,Indonesia,2021-04-06,4549,4,3,2,0
IDN,Asia,Indonesia,2021-04-07,4860,0,3,5,0
IDN,Asia,Indonesia,2021-04-08,5504,1,3,2,1
IDN,Asia,Indonesia,2021-04-09,5265,0,3,1,1
IDN,Asia,Indonesia,2021-04-10,4723,2,3,0,1
IDN,Asia,Indonesia,2021-04-11,4127,1,3,2,0
IDN,Asia,Indonesia,2021-04-12,4829,0,3,0,1
IDN,Asia,Indonesia,2021-04-13,5702,0,3,3,2
IDN,Asia,Indonesia,2021-04-14,5656,0,3,2,5
IDN,Asia,Indonesia,2021-04-15,6177,1,3,2,2
IDN,Asia,Indonesia,2021-04-16,5363,1,3,2,1
IDN,Asia,Indonesia,2021-04-17,5041,1,3,5,0
IDN,Asia,Indonesia,2021-04-18,4585,0,3,0,2
IDN,Asia,Indonesia,2021-04-19,4952,1,3,2,0
IDN,Asia,Indonesia,2021-04-20,5549,2,3,2,3
IDN,Asia,Indonesia,2021-04-21,5720,5,3,8,2
IDN,Asia,Indonesia,2021-04-22,6243,2,3,2,2
IDN,Asia,Indonesia,2021-04-23,5436,1,3,1,2
IDN,Asia,Indonesia,2021-04-24,4544,0,3,5,5
IDN,Asia,Indonesia,2021-04-25,4402,2,3,1,0
IDN,Asia,Indonesia,2021-04-26,5944,0,3,3,2
IDN,Asia,Indonesia,2021-04-27,4656,3,3,1,2
IDN,Asia,Indonesia,2021-04-28,5241,2,3,3,8
IDN,Asia,Indonesia,2021-04-29,5833,2,3,3,2
IDN,Asia,Indonesia,2021-04-30,5500,2,3,0,1
IDN,Asia,Indonesia,2021-05-01,4512,5,3,6,5
IDN,Asia,Indonesia,2021-05-02,4394,0,3,0,1
IDN,Asia,Indonesia,2021-05-03,4730,2,3,0,3
IDN,Asia,Indonesia,2021-05-04,4369,2,3,0,1
IDN,Asia,Indonesia,2021-05-05,5285,8,3,3,3
IDN,Asia,Indonesia,2021-05-06,5647,2,3,3,3
IDN,Asia,Indonesia,2021-05-07,6327,1,3,1,0
IDN,Asia,Indonesia,2021-05-08,6130,5,3,1,6
IDN,Asia,Indonesia,2021-05-09,3922,1,3,1,0
IDN,Asia,Indonesia,2021-05-10,4891,3,3,3,0
IDN,Asia,Indonesia,2021-05-11,5021,1,3,3,0
IDN,Asia,Indonesia,2021-05-12,4608,3,3,4,3
IDN,Asia,Indonesia,2021-05-13,3448,3,3,4,3
IDN,Asia,Indonesia,2021-05-14,2633,0,3,5,1
IDN,Asia,Indonesia,2021-05-15,2385,6,3,2,1
IDN,Asia,Indonesia,2021-05-16,3080,0,3,6,1
IDN,Asia,Indonesia,2021-05-17,4295,0,3,6,3
IDN,Asia,Indonesia,2021-05-18,4185,0,3,2,3
IDN,Asia,Indonesia,2021-05-19,4871,3,3,1,4
IDN,Asia,Indonesia,2021-05-20,5797,3,3,2,4
IDN,Asia,Indonesia,2021-05-21,5746,1,3,5,5
IDN,Asia,Indonesia,2021-05-22,5296,1,3,4,2
IDN,Asia,Indonesia,2021-05-23,5280,1,3,0,6
IDN,Asia,Indonesia,2021-05-24,5907,3,3,4,6
IDN,Asia,Indonesia,2021-05-25,5060,3,3,9,2
IDN,Asia,Indonesia,2021-05-26,5034,4,3,8,1
IDN,Asia,Indonesia,2021-05-27,6278,4,3,3,2
IDN,Asia,Indonesia,2021-05-28,5862,5,3,3,5
IDN,Asia,Indonesia,2021-05-29,6565,2,3,1,4
IDN,Asia,Indonesia,2021-05-30,6115,6,3,3,0
IDN,Asia,Indonesia,2021-05-31,5662,6,3,2,4
IDN,Asia,Indonesia,2021-06-01,4824,2,3,6,9
IDN,Asia,Indonesia,2021-06-02,5246,1,3,2,8
IDN,Asia,Indonesia,2021-06-03,5353,2,3,6,3
IDN,Asia,Indonesia,2021-06-04,6486,5,3,4,3
IDN,Asia,Indonesia,2021-06-05,6594,4,3,4,1
IDN,Asia,Indonesia,2021-06-06,5832,0,3,0,3
IDN,Asia,Indonesia,2021-06-07,6993,4,3,5,2
IDN,Asia,Indonesia,2021-06-08,6294,9,3,5,6
IDN,Asia,Indonesia,2021-06-09,7725,8,3,4,2
IDN,Asia,Indonesia,2021-06-10,8892,3,3,3,6
IDN,Asia,Indonesia,2021-06-11,8083,3,3,5,4
IDN,Asia,Indonesia,2021-06-12,7465,1,3,2,4
IDN,Asia,Indonesia,2021-06-13,9868,3,3,1,0
IDN,Asia,Indonesia,2021-06-14,8189,2,3,7,5
IDN,Asia,Indonesia,2021-06-15,8161,6,3,1,5
IDN,Asia,Indonesia,2021-06-16,9944,2,3,4,4
IDN,Asia,Indonesia,2021-06-17,12624,6,3,2,3
IDN,Asia,Indonesia,2021-06-18,12990,4,3,1,5
IDN,Asia,Indonesia,2021-06-19,12906,4,3,2,2
IDN,Asia,Indonesia,2021-06-20,13737,0,3,0,1
IDN,Asia,Indonesia,2021-06-21,14536,5,3,1,7
IDN,Asia,Indonesia,2021-06-22,13668,5,3,3,1
IDN,Asia,Indonesia,2021-06-23,15308,4,3,5,4
IDN,Asia,Indonesia,2021-06-24,20574,3,3,3,2
IDN,Asia,Indonesia,2021-06-25,18872,5,3,2,1
IDN,Asia,Indonesia,2021-06-26,21095,2,3,0,2
IDN,Asia,Indonesia,2021-06-27,21342,1,3,1,0
IDN,Asia,Indonesia,2021-06-28,20694,7,3,2,1
IDN,Asia,Indonesia,2021-06-29,20467,1,3,2,3
IDN,Asia,Indonesia,2021-06-30,21807,4,3,3,5
IDN,Asia,Indonesia,2021-07-01,24836,2,3,3,3
IDN,Asia,Indonesia,2021-07-02,25830,1,3,3,2
IDN,Asia,Indonesia,2021-07-03,27913,2,3,1,0
IDN,Asia,Indonesia,2021-07-04,27233,0,3,2,1
IDN,Asia,Indonesia,2021-07-05,29745,1,3,2,2
IDN,Asia,Indonesia,2021-07-06,31189,3,2,0,2
IDN,Asia,Indonesia,2021-07-07,34379,5,2,3,3
IDN,Asia,Indonesia,2021-07-08,38391,3,2,1,3
IDN,Asia,Indonesia,2021-07-09,38124,2,2,0,3
IDN,Asia,Indonesia,2021-07-10,35094,0,2,3,1
IDN,Asia,Indonesia,2021-07-11,36197,1,2,0,2
IDN,Asia,Indonesia,2021-07-12,40427,2,2,9,2
IDN,Asia,Indonesia,2021-07-13,47899,2,2,3,0
IDN,Asia,Indonesia,2021-07-14,54517,3,2,6,3
IDN,Asia,Indonesia,2021-07-15,56757,3,2,2,1
IDN,Asia,Indonesia,2021-07-16,54000,3,2,0,0
IDN,Asia,Indonesia,2021-07-17,51952,1,2,1,3
IDN,Asia,Indonesia,2021-07-18,44721,2,2,0,0
IDN,Asia,Indonesia,2021-07-19,34257,2,2,2,9
IDN,Asia,Indonesia,2021-07-20,38325,0,2,7,3
IDN,Asia,Indonesia,2021-07-21,33772,3,2,3,6
IDN,Asia,Indonesia,2021-07-22,49509,1,2,16,2
IDN,Asia,Indonesia,2021-07-23,49071,0,2,6,0
IDN,Asia,Indonesia,2021-07-24,45416,3,2,4,1
IDN,Asia,Indonesia,2021-07-25,38679,0,2,4,0
IDN,Asia,Indonesia,2021-07-26,28228,9,2,3,2
IDN,Asia,Indonesia,2021-07-27,45203,3,2,6,7
IDN,Asia,Indonesia,2021-07-28,47791,6,2,3,3
IDN,Asia,Indonesia,2021-07-29,43479,2,2,1,16
IDN,Asia,Indonesia,2021-07-30,41168,0,2,6,6
IDN,Asia,Indonesia,2021-07-31,37284,1,2,1,4
IDN,Asia,Indonesia,2021-08-01,30738,0,2,1,4
IDN,Asia,Indonesia,2021-08-02,22404,2,2,2,3
IDN,Asia,Indonesia,2021-08-03,33900,7,2,0,6
IDN,Asia,Indonesia,2021-08-04,35867,3,2,4,3
IDN,Asia,Indonesia,2021-08-05,35764,16,2,3,1
IDN,Asia,Indonesia,2021-08-06,39532,6,2,7,6
IDN,Asia,Indonesia,2021-08-07,31753,4,2,3,1
IDN,Asia,Indonesia,2021-08-08,26415,4,2,0,1
IDN,Asia,Indonesia,2021-08-09,20709,3,2,1,2
IDN,Asia,Indonesia,2021-08-10,32081,6,2,2,0
IDN,Asia,Indonesia,2021-08-11,30625,3,2,6,4
IDN,Asia,Indonesia,2021-08-12,24709,1,2,6,3
IDN,Asia,Indonesia,2021-08-13,30788,6,2,2,7
IDN,Asia,Indonesia,2021-08-14,28598,1,2,0,3
IDN,Asia,Indonesia,2021-08-15,20813,1,2,0,0
IDN,Asia,Indonesia,2021-08-16,17384,2,2,4,1
IDN,Asia,Indonesia,2021-08-17,20741,0,2,2,2
IDN,Asia,Indonesia,2021-08-18,15768,4,2,2,6
IDN,Asia,Indonesia,2021-08-19,22053,3,2,4,6
IDN,Asia,Indonesia,2021-08-20,20004,7,2,3,2
IDN,Asia,Indonesia,2021-08-21,16744,3,2,3,0
IDN,Asia,Indonesia,2021-08-22,12408,0,2,7,0
IDN,Asia,Indonesia,2021-08-23,9604,1,2,2,4
IDN,Asia,Indonesia,2021-08-24,19106,2,2,2,2
IDN,Asia,Indonesia,2021-08-25,18671,6,2,1,2
IDN,Asia,Indonesia,2021-08-26,16899,6,2,0,4
IDN,Asia,Indonesia,2021-08-27,12618,2,2,2,3
IDN,Asia,Indonesia,2021-08-28,10050,0,2,5,3
IDN,Asia,Indonesia,2021-08-29,7427,0,2,2,7
IDN,Asia,Indonesia,2021-08-30,5436,4,2,3,2
IDN,Asia,Indonesia,2021-08-31,10534,2,2,1,2
IDN,Asia,Indonesia,2021-09-01,10337,2,2,6,1
IDN,Asia,Indonesia,2021-09-02,0,4,2,3,0
IDN,Asia,Indonesia,2021-09-03,16752,3,2,4,2
IDN,Asia,Indonesia,2021-09-04,6727,3,2,2,5
IDN,Asia,Indonesia,2021-09-05,5403,7,2,4,2
IDN,Asia,Indonesia,2021-09-06,4413,2,2,1,3
IDN,Asia,Indonesia,2021-09-07,7201,2,2,4,1
IDN,Asia,Indonesia,2021-09-08,6731,1,2,2,6
IDN,Asia,Indonesia,2021-09-09,5990,0,2,4,3
IDN,Asia,Indonesia,2021-09-10,5376,2,2,4,4
IDN,Asia,Indonesia,2021-09-11,5001,5,2,4,2
IDN,Asia,Indonesia,2021-09-12,3779,2,2,0,4
IDN,Asia,Indonesia,2021-09-13,2577,3,2,0,1
IDN,Asia,Indonesia,2021-09-14,4128,1,2,1,4
IDN,Asia,Indonesia,2021-09-15,3948,6,2,3,2
IDN,Asia,Indonesia,2021-09-16,3145,3,2,6,4
IDN,Asia,Indonesia,2021-09-17,3835,4,2,5,4
IDN,Asia,Indonesia,2021-09-18,3385,2,2,3,4
IDN,Asia,Indonesia,2021-09-19,2234,4,2,1,0
IDN,Asia,Indonesia,2021-09-20,1932,1,2,2,0
IDN,Asia,Indonesia,2021-09-21,3263,4,2,0,1
IDN,Asia,Indonesia,2021-09-22,2720,2,2,3,3
IDN,Asia,Indonesia,2021-09-23,2881,4,2,0,6
IDN,Asia,Indonesia,2021-09-24,2557,4,2,4,5
IDN,Asia,Indonesia,2021-09-25,2137,4,2,4,3
IDN,Asia,Indonesia,2021-09-26,1760,0,2,5,1
IDN,Asia,Indonesia,2021-09-27,1390,0,2,2,2
IDN,Asia,Indonesia,2021-09-28,2057,1,2,3,0
IDN,Asia,Indonesia,2021-09-29,1954,3,2,14,3
IDN,Asia,Indonesia,2021-09-30,1690,6,2,5,0
IDN,Asia,Indonesia,2021-10-01,1624,5,2,1,4
IDN,Asia,Indonesia,2021-10-02,1414,3,2,6,4
IDN,Asia,Indonesia,2021-10-03,1142,1,2,3,5
IDN,Asia,Indonesia,2021-10-04,922,2,2,1,2
IDN,Asia,Indonesia,2021-10-05,1404,0,2,0,3
IDN,Asia,Indonesia,2021-10-06,1484,3,2,2,14
IDN,Asia,Indonesia,2021-10-07,1393,0,2,5,5
IDN,Asia,Indonesia,2021-10-08,1384,4,2,5,1
IDN,Asia,Indonesia,2021-10-09,1167,4,2,1,6
IDN,Asia,Indonesia,2021-10-10,894,5,2,4,3
IDN,Asia,Indonesia,2021-10-11,620,2,2,3,1
IDN,Asia,Indonesia,2021-10-12,1261,3,2,3,0
